2024-7-4 11:17:44-log: Cannot access game frame or container.
2024-7-4 11:17:45-debug: asset-db:require-engine-code (549ms)
2024-7-4 11:17:45-log: meshopt wasm decoder initialized
2024-7-4 11:17:45-log: [box2d]:box2d wasm lib loaded.
2024-7-4 11:17:45-log: [bullet]:bullet wasm lib loaded.
2024-7-4 11:17:45-log: Cocos Creator v3.8.3
2024-7-4 11:17:46-debug: [Assets Memory track]: asset-db-plugin-register: engine-extends start:167.95MB, end 170.73MB, increase: 2.78MB
2024-7-4 11:17:46-debug: [Assets Memory track]: asset-db-plugin-register: project start:78.71MB, end 170.79MB, increase: 92.08MB
2024-7-4 11:17:46-debug: [Assets Memory track]: asset-db:worker-init: initPlugin start:78.07MB, end 170.81MB, increase: 92.73MB
2024-7-4 11:17:45-debug: [Assets Memory track]: asset-db:worker-init: initEngine start:22.94MB, end 78.07MB, increase: 55.13MB
2024-7-4 11:17:45-debug: [Assets Memory track]: asset-db-plugin-register: programming start:78.82MB, end 81.80MB, increase: 2.98MB
2024-7-4 11:17:46-debug: [Assets Memory track]: asset-db-plugin-register: builder start:81.82MB, end 167.77MB, increase: 85.95MB
2024-7-4 11:17:46-debug: run package(xiaomi-quick-game) handler(enable) start
2024-7-4 11:17:46-debug: run package(cocos-service) handler(enable) success!
2024-7-4 11:17:46-debug: run package(im-plugin) handler(enable) start
2024-7-4 11:17:46-debug: run package(im-plugin) handler(enable) success!
2024-7-4 11:17:46-debug: run package(blank-template) handler(enable) start
2024-7-4 11:17:46-debug: run package(blank-template) handler(enable) success!
2024-7-4 11:17:46-debug: run package(placeholder) handler(enable) start
2024-7-4 11:17:46-debug: run package(cocos-service) handler(enable) start
2024-7-4 11:17:46-debug: run package(placeholder) handler(enable) success!
2024-7-4 11:17:46-debug: run package(xiaomi-quick-game) handler(enable) success!
2024-7-4 11:17:46-debug: asset-db:worker-init: initPlugin (1518ms)
2024-7-4 11:17:46-debug: [Assets Memory track]: asset-db:worker-init start:22.93MB, end 171.09MB, increase: 148.16MB
2024-7-4 11:17:46-debug: Run asset db hook engine-extends:beforePreStart success!
2024-7-4 11:17:46-debug: %cImport%c: /Applications/Cocos/Creator/3.8.3/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/chunksbackground: #aaff85; color: #000;color: #000;
2024-7-4 11:17:46-debug: %cImport%c: /Applications/Cocos/Creator/3.8.3/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_cubemapbackground: #aaff85; color: #000;color: #000;
2024-7-4 11:17:46-debug: %cImport%c: /Applications/Cocos/Creator/3.8.3/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_file_contentbackground: #aaff85; color: #000;color: #000;
2024-7-4 11:17:46-debug: %cImport%c: /Applications/Cocos/Creator/3.8.3/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default-terrainbackground: #aaff85; color: #000;color: #000;
2024-7-4 11:17:46-debug: %cImport%c: /Applications/Cocos/Creator/3.8.3/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_fontsbackground: #aaff85; color: #000;color: #000;
2024-7-4 11:17:46-debug: Run asset db hook engine-extends:beforePreStart ...
2024-7-4 11:17:46-debug: Run asset db hook programming:beforePreStart ...
2024-7-4 11:17:46-debug: Run asset db hook programming:beforePreStart success!
2024-7-4 11:17:46-debug: %cImport%c: /Applications/Cocos/Creator/3.8.3/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_materialsbackground: #aaff85; color: #000;color: #000;
2024-7-4 11:17:46-debug: %cImport%c: /Applications/Cocos/Creator/3.8.3/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_prefabbackground: #aaff85; color: #000;color: #000;
2024-7-4 11:17:46-debug: %cImport%c: /Applications/Cocos/Creator/3.8.3/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_renderpipelinebackground: #aaff85; color: #000;color: #000;
2024-7-4 11:17:46-debug: %cImport%c: /Applications/Cocos/Creator/3.8.3/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_skyboxbackground: #aaff85; color: #000;color: #000;
2024-7-4 11:17:46-debug: %cImport%c: /Applications/Cocos/Creator/3.8.3/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_uibackground: #aaff85; color: #000;color: #000;
2024-7-4 11:17:46-debug: %cImport%c: /Applications/Cocos/Creator/3.8.3/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/dependenciesbackground: #aaff85; color: #000;color: #000;
